Date,Exact_Date,HomeTeam,AwayTeam,Full time result,H,D,A,H.Implied.P,D.Implied.P,A.Implied.P,H.Adjusted.P,D.Adjusted.P,A.Adjusted.P,H.criterion,D.criterion,A.criterion,Max,Match,Index,Logic,Count,Accuracy,True.Draw,Select.Draw,Match?,Draw Accuracy
539,06.12.2003,Fulham,Bolton,H,1.88,3.29,3.68,0.531914894,0.303951368,0.27173913,0.511706239,0.292403565,0.261415144,0.012453446,0.077328661,-0.129665683,0.077328661,2,D,FALSE,,,FALSE,TRUE,FALSE,
539,06.12.2003,Leeds,Chelsea,D,4.72,3.73,1.59,0.211864407,0.268096515,0.628930818,0.203815197,0.25791092,0.605036308,-0.125502035,0.058959423,0.132121142,0.132121142,3,A,FALSE,,,TRUE,FALSE,FALSE,
539,06.12.2003,Leicester,Arsenal,D,4.87,3.61,1.61,0.205338809,0.27700831,0.621118012,0.197537522,0.266484136,0.597520329,-0.12421457,0.063294146,0.121143266,0.121143266,3,A,FALSE,,,TRUE,FALSE,FALSE,
539,06.12.2003,Manchester United,Aston Villa,H,1.25,5.06,8.82,0.8,0.197628458,0.113378685,0.769606184,0.190120105,0.109071171,0.431369894,0.030064789,-0.088645993,0.431369894,1,H,TRUE,,,FALSE,FALSE,FALSE,
539,06.12.2003,Middlesbrough,Portsmouth,D,1.82,3.37,3.84,0.549450549,0.296735905,0.260416667,0.528575676,0.285462234,0.250522846,0.031401841,0.073433224,-0.129936018,0.073433224,2,D,TRUE,,,TRUE,TRUE,TRUE,
539,06.12.2003,Newcastle,Liverpool,D,2.3,3.08,2.89,0.434782609,0.324675325,0.346020761,0.41826423,0.312340172,0.332874647,-0.071074582,0.089073994,-0.115657684,0.089073994,2,D,TRUE,,,TRUE,TRUE,TRUE,
539,06.12.2003,Tottenham,Wolves,H,1.65,3.51,4.72,0.606060606,0.284900285,0.211864407,0.583034988,0.274076276,0.203815197,0.10064847,0.067260401,-0.125502035,0.10064847,1,H,TRUE,,,FALSE,FALSE,FALSE,
538,30.11.2003,Arsenal,Fulham,D,1.33,4.48,7.48,0.751879699,0.223214286,0.13368984,0.723314083,0.214733868,0.128610659,0.335810651,0.03945125,-0.099301963,0.335810651,1,H,FALSE,,,TRUE,FALSE,FALSE,
538,30.11.2003,Chelsea,Manchester United,H,2.41,2.92,2.84,0.414937759,0.342465753,0.352112676,0.399173332,0.329454702,0.338735116,-0.083673583,0.099815901,-0.11356682,0.099815901,2,D,FALSE,,,FALSE,TRUE,FALSE,
538,30.11.2003,Liverpool,Birmingham,H,1.56,3.55,5.47,0.641025641,0.281690141,0.182815356,0.616671622,0.270988093,0.175869786,0.149579002,0.065632626,-0.118511961,0.149579002,1,H,TRUE,,,FALSE,FALSE,FALSE,
538,30.11.2003,Manchester City,Middlesbrough,A,1.91,3.23,3.64,0.523560209,0.309597523,0.274725275,0.503668969,0.29783521,0.264287838,0.003841852,0.080446731,-0.129512177,0.080446731,2,D,FALSE,,,FALSE,TRUE,FALSE,
537,29.11.2003,Aston Villa,Southampton,H,2.23,3.04,3.05,0.448430493,0.328947368,0.327868852,0.431393601,0.316449911,0.31541237,-0.061530403,0.091597908,-0.121041069,0.091597908,2,D,FALSE,,,FALSE,TRUE,FALSE,
537,29.11.2003,Blackburn,Tottenham,H,2.18,3.09,3.07,0.458715596,0.323624595,0.325732899,0.441287949,0.311329362,0.313357567,-0.053864267,0.088458606,-0.121591162,0.088458606,2,D,FALSE,,,FALSE,TRUE,FALSE,
537,29.11.2003,Bolton,Everton,H,2.3,3.03,2.91,0.434782609,0.330033003,0.343642612,0.41826423,0.3174943,0.330586849,-0.071074582,0.092244894,-0.116435155,0.092244894,2,D,FALSE,,,FALSE,TRUE,FALSE,
537,29.11.2003,Charlton,Leeds,A,1.64,3.58,4.59,0.609756098,0.279329609,0.217864924,0.586590079,0.268717243,0.209587741,0.105597658,0.064448316,-0.126541289,0.105597658,1,H,FALSE,,,FALSE,FALSE,FALSE,
537,29.11.2003,Portsmouth,Leicester,A,1.85,3.28,3.85,0.540540541,0.304878049,0.25974026,0.520004178,0.29329504,0.249872138,0.021626139,0.07783621,-0.129936552,0.07783621,2,D,FALSE,,,FALSE,TRUE,FALSE,
537,29.11.2003,Wolves,Newcastle,D,3.3,3.18,2.07,0.303030303,0.314465409,0.483091787,0.291517494,0.302518154,0.464738034,-0.126353034,0.08318424,-0.034069533,0.08318424,2,D,TRUE,,,TRUE,TRUE,TRUE,
536,24.11.2003,Fulham,Portsmouth,H,1.94,3.28,3.5,0.515463918,0.304878049,0.285714286,0.495880273,0.29329504,0.274859351,-0.004247141,0.07783621,-0.128651799,0.07783621,2,D,FALSE,,,FALSE,TRUE,FALSE,
535,23.11.2003,Tottenham,Aston Villa,H,1.96,3.23,3.52,0.510204082,0.309597523,0.284090909,0.49082027,0.29783521,0.273297651,-0.009367071,0.080446731,-0.128808153,0.080446731,2,D,FALSE,,,FALSE,TRUE,FALSE,
534,22.11.2003,Birmingham,Arsenal,A,3.73,3.34,1.86,0.268096515,0.299401198,0.537634409,0.25791092,0.288026266,0.517208457,-0.129806477,0.074860478,0.018503717,0.074860478,2,D,FALSE,,,FALSE,TRUE,FALSE,
534,22.11.2003,Everton,Wolves,H,1.71,3.43,4.38,0.584795322,0.29154519,0.228310502,0.56257762,0.280468726,0.219636468,0.073190199,0.070692844,-0.128019878,0.073190199,1,H,TRUE,,,FALSE,FALSE,FALSE,
534,22.11.2003,Leeds,Bolton,A,2.15,3.18,3.06,0.465116279,0.314465409,0.326797386,0.447445456,0.302518154,0.314381611,-0.048887948,0.08318424,-0.121319208,0.08318424,2,D,FALSE,,,FALSE,TRUE,FALSE,
534,22.11.2003,Leicester,Charlton,D,2.55,3.05,2.55,0.392156863,0.327868852,0.392156863,0.377257933,0.31541237,0.377257933,-0.096268288,0.09095741,-0.096268288,0.09095741,2,D,TRUE,,,TRUE,TRUE,TRUE,
534,22.11.2003,Manchester United,Blackburn,H,1.26,4.97,8.83,0.793650794,0.201207243,0.113250283,0.763498198,0.193562924,0.108947648,0.418251108,0.031301942,-0.088573579,0.418251108,1,H,TRUE,,,FALSE,FALSE,FALSE,
534,22.11.2003,Middlesbrough,Liverpool,D,2.84,3.09,2.32,0.352112676,0.323624595,0.431034483,0.338735116,0.311329362,0.414658504,-0.11356682,0.088458606,-0.073570255,0.088458606,2,D,TRUE,,,TRUE,TRUE,TRUE,
534,22.11.2003,Newcastle,Manchester City,H,1.81,3.38,3.86,0.552486188,0.295857988,0.259067358,0.531495983,0.284617672,0.2492248,0.034802192,0.072966095,-0.129935337,0.072966095,2,D,FALSE,,,FALSE,TRUE,FALSE,
534,22.11.2003,Southampton,Chelsea,A,3.94,3.41,1.79,0.253807107,0.293255132,0.558659218,0.244164398,0.282113704,0.537434486,-0.129865788,0.071589863,0.041826241,0.071589863,2,D,FALSE,,,FALSE,TRUE,FALSE,
533,10.11.2003,Blackburn,Everton,H,2.25,3.1,2.93,0.444444444,0.322580645,0.341296928,0.427558991,0.310325074,0.328330283,-0.064392008,0.087849292,-0.117180694,0.087849292,2,D,FALSE,,,FALSE,TRUE,FALSE,
532,09.11.2003,Chelsea,Newcastle,H,1.56,3.59,5.32,0.641025641,0.278551532,0.187969925,0.616671622,0.267968727,0.180828521,0.149579002,0.064060294,-0.119989278,0.149579002,1,H,TRUE,,,FALSE,FALSE,FALSE,
532,09.11.2003,Liverpool,Manchester United,A,2.74,3.02,2.43,0.364963504,0.331125828,0.411522634,0.351097712,0.318545606,0.395887955,-0.108687802,0.092898456,-0.085688926,0.092898456,2,D,FALSE,,,FALSE,TRUE,FALSE,
532,09.11.2003,Manchester City,Leicester,A,1.48,3.78,5.93,0.675675676,0.264550265,0.168634064,0.650005223,0.254499399,0.162227273,0.202709761,0.057277018,-0.113919975,0.202709761,1,H,FALSE,,,FALSE,FALSE,FALSE,
531,08.11.2003,Arsenal,Tottenham,H,1.4,4.04,6.96,0.714285714,0.247524752,0.143678161,0.687148378,0.238120725,0.138219501,0.267354826,0.049536746,-0.103959913,0.267354826,1,H,TRUE,,,FALSE,FALSE,FALSE,
531,08.11.2003,Aston Villa,Middlesbrough,A,2.06,3.16,3.26,0.485436893,0.316455696,0.306748466,0.466994044,0.304432826,0.295094396,-0.032044618,0.084316632,-0.12570896,0.084316632,2,D,FALSE,,,FALSE,TRUE,FALSE,
531,08.11.2003,Bolton,Southampton,D,2.39,3.01,2.79,0.418410042,0.332225914,0.358422939,0.402513695,0.319603897,0.344805638,-0.081578498,0.09355868,-0.111250439,0.09355868,2,D,TRUE,,,TRUE,TRUE,TRUE,
531,08.11.2003,Charlton,Fulham,H,2.29,3.05,2.89,0.436681223,0.327868852,0.346020761,0.420090712,0.31541237,0.332874647,-0.069789771,0.09095741,-0.115657684,0.09095741,2,D,FALSE,,,FALSE,TRUE,FALSE,
531,08.11.2003,Portsmouth,Leeds,H,1.91,3.23,3.63,0.523560209,0.309597523,0.275482094,0.503668969,0.29783521,0.265015904,0.003841852,0.080446731,-0.129467822,0.080446731,2,D,FALSE,,,FALSE,TRUE,FALSE,
531,08.11.2003,Wolves,Birmingham,D,2.62,3.06,2.51,0.381679389,0.326797386,0.398406375,0.367178523,0.314381611,0.383270012,-0.101390441,0.090323314,-0.093011943,0.090323314,2,D,TRUE,,,TRUE,TRUE,TRUE,
530,03.11.2003,Birmingham,Charlton,A,1.94,3.21,3.58,0.515463918,0.31152648,0.279329609,0.495880273,0.299690882,0.268717243,-0.004247141,0.081526047,-0.129208244,0.081526047,2,D,FALSE,,,FALSE,TRUE,FALSE,
529,02.11.2003,Fulham,Liverpool,A,2.77,3.04,2.39,0.36101083,0.328947368,0.418410042,0.347295209,0.316449911,0.402513695,-0.110256167,0.091597908,-0.081578498,0.091597908,2,D,FALSE,,,FALSE,TRUE,FALSE,
529,02.11.2003,Leicester,Blackburn,H,2.63,3.01,2.52,0.380228137,0.332225914,0.396825397,0.365782407,0.319603897,0.381749099,-0.102066611,0.09355868,-0.093849921,0.09355868,2,D,FALSE,,,FALSE,TRUE,FALSE,
528,01.11.2003,Everton,Chelsea,A,3.63,3.2,1.93,0.275482094,0.3125,0.518134715,0.265015904,0.300627416,0.498449601,-0.129467822,0.082073483,-0.001606631,0.082073483,2,D,FALSE,,,FALSE,TRUE,FALSE,
528,01.11.2003,Leeds,Arsenal,A,4.21,3.34,1.76,0.237529691,0.299401198,0.568181818,0.228505399,0.288026266,0.546595301,-0.128976057,0.074860478,0.052949206,0.074860478,2,D,FALSE,,,FALSE,TRUE,FALSE,
528,01.11.2003,Manchester United,Portsmouth,H,1.25,5.08,8.73,0.8,0.196850394,0.114547537,0.769606184,0.1893716,0.110195616,0.431369894,0.029799081,-0.089302264,0.431369894,1,H,TRUE,,,FALSE,FALSE,FALSE,
528,01.11.2003,Middlesbrough,Wolves,H,1.81,3.3,3.99,0.552486188,0.303030303,0.250626566,0.531495983,0.291517494,0.241104694,0.034802192,0.076825825,-0.129772083,0.076825825,2,D,FALSE,,,FALSE,TRUE,FALSE,
528,01.11.2003,Newcastle,Aston Villa,D,1.6,3.6,4.94,0.625,0.277777778,0.20242915,0.601254831,0.267224369,0.194738407,0.126568539,0.063675583,-0.12358769,0.126568539,1,H,FALSE,,,TRUE,FALSE,FALSE,
528,01.11.2003,Southampton,Manchester City,A,2.34,3.06,2.83,0.427350427,0.326797386,0.35335689,0.411114414,0.314381611,0.33993206,-0.075970586,0.090323314,-0.113122219,0.090323314,2,D,FALSE,,,FALSE,TRUE,FALSE,
528,01.11.2003,Tottenham,Bolton,A,1.73,3.39,4.31,0.578034682,0.294985251,0.232018561,0.556073832,0.283778091,0.22320365,0.06482524,0.072503192,-0.128443782,0.072503192,2,D,FALSE,,,FALSE,TRUE,FALSE,
527,26.10.2003,Charlton,Arsenal,D,4.81,3.54,1.62,0.207900208,0.282485876,0.617283951,0.200001607,0.271753596,0.593831932,-0.124739457,0.066034273,0.115841891,0.115841891,3,A,FALSE,,,TRUE,FALSE,FALSE,
527,26.10.2003,Tottenham,Middlesbrough,D,1.86,3.26,3.81,0.537634409,0.306748466,0.262467192,0.517208457,0.295094396,0.252495467,0.018503717,0.078865683,-0.129923639,0.078865683,2,D,TRUE,,,TRUE,TRUE,TRUE,
526,25.10.2003,Aston Villa,Everton,D,2.05,3.15,3.32,0.487804878,0.317460317,0.301204819,0.469272063,0.305399279,0.289761364,-0.029978475,0.084891114,-0.12664978,0.084891114,2,D,TRUE,,,TRUE,TRUE,TRUE,
526,25.10.2003,Bolton,Birmingham,A,2.44,2.99,2.76,0.409836066,0.334448161,0.362318841,0.394265463,0.321741716,0.348553525,-0.086667653,0.09489948,-0.109743822,0.09489948,2,D,FALSE,,,FALSE,TRUE,FALSE,
526,25.10.2003,Chelsea,Manchester City,H,1.53,3.69,5.59,0.653594771,0.27100271,0.178890877,0.628763222,0.260706702,0.172094406,0.168317937,0.060356215,-0.117318638,0.168317937,1,H,TRUE,,,FALSE,FALSE,FALSE,
526,25.10.2003,Liverpool,Leeds,H,1.49,3.8,5.83,0.67114094,0.263157895,0.171526587,0.645642772,0.253159929,0.165009902,0.195493653,0.056623068,-0.114919416,0.195493653,1,H,TRUE,,,FALSE,FALSE,FALSE,
526,25.10.2003,Manchester United,Fulham,A,1.26,5.03,8.9,0.793650794,0.198807157,0.112359551,0.763498198,0.191254022,0.108090756,0.418251108,0.030469533,-0.088069493,0.418251108,1,H,FALSE,,,FALSE,FALSE,FALSE,
526,25.10.2003,Newcastle,Portsmouth,H,1.61,3.54,5,0.621118012,0.282485876,0.2,0.597520329,0.271753596,0.192401546,0.121143266,0.066034273,-0.123039382,0.121143266,1,H,TRUE,,,FALSE,FALSE,FALSE,
526,25.10.2003,Southampton,Blackburn,H,2.05,3.15,3.29,0.487804878,0.317460317,0.303951368,0.469272063,0.305399279,0.292403565,-0.029978475,0.084891114,-0.126198441,0.084891114,2,D,FALSE,,,FALSE,TRUE,FALSE,
526,25.10.2003,Wolves,Leicester,H,2.17,3.09,3.09,0.460829493,0.323624595,0.323624595,0.443321534,0.311329362,0.311329362,-0.052238217,0.088458606,-0.122116918,0.088458606,2,D,FALSE,,,FALSE,TRUE,FALSE,
525,21.10.2003,Fulham,Newcastle,A,2.63,3,2.55,0.380228137,0.333333333,0.392156863,0.365782407,0.320669243,0.377257933,-0.102066611,0.094225658,-0.096268288,0.094225658,2,D,FALSE,,,FALSE,TRUE,FALSE,
524,20.10.2003,Blackburn,Charlton,A,1.96,3.17,3.54,0.510204082,0.315457413,0.282485876,0.49082027,0.30347247,0.271753596,-0.009367071,0.083747697,-0.128952771,0.083747697,2,D,FALSE,,,FALSE,TRUE,FALSE,
523,19.10.2003,Birmingham,Aston Villa,D,2.19,3.06,3.09,0.456621005,0.326797386,0.323624595,0.439272936,0.314381611,0.311329362,-0.055458506,0.090323314,-0.122116918,0.090323314,2,D,TRUE,,,TRUE,TRUE,TRUE,
523,19.10.2003,Everton,Southampton,D,1.99,3.2,3.44,0.502512563,0.3125,0.290697674,0.48342097,0.300627416,0.27965341,-0.016662342,0.082073483,-0.128108483,0.082073483,2,D,TRUE,,,TRUE,TRUE,TRUE,
523,19.10.2003,Leicester,Tottenham,A,2.56,2.97,2.62,0.390625,0.336700337,0.381679389,0.375784269,0.323908327,0.367178523,-0.097043539,0.096268032,-0.101390441,0.096268032,2,D,FALSE,,,FALSE,TRUE,FALSE,
522,18.10.2003,Arsenal,Chelsea,H,2.14,3.01,3.22,0.46728972,0.332225914,0.310559006,0.449536322,0.319603897,0.298760165,-0.047162316,0.09355868,-0.124993687,0.09355868,2,D,FALSE,,,FALSE,TRUE,FALSE,
522,18.10.2003,Fulham,Wolves,D,1.62,3.52,4.97,0.617283951,0.284090909,0.201207243,0.593831932,0.273297651,0.193562924,0.115841891,0.066848119,-0.123314719,0.115841891,1,H,FALSE,,,TRUE,FALSE,FALSE,
522,18.10.2003,Leeds,Manchester United,A,4.44,3.57,1.66,0.225225225,0.280112045,0.602409639,0.216668408,0.269469952,0.579522729,-0.127626843,0.064839687,0.095810517,0.095810517,3,A,TRUE,,,FALSE,FALSE,FALSE,
522,18.10.2003,Manchester City,Bolton,H,1.7,3.42,4.43,0.588235294,0.292397661,0.225733634,0.5658869,0.28128881,0.217157501,0.077514,0.071139339,-0.12769413,0.077514,1,H,TRUE,,,FALSE,FALSE,FALSE,
522,18.10.2003,Middlesbrough,Newcastle,A,2.56,2.97,2.63,0.390625,0.336700337,0.380228137,0.375784269,0.323908327,0.365782407,-0.097043539,0.096268032,-0.102066611,0.096268032,2,D,FALSE,,,FALSE,TRUE,FALSE,
522,18.10.2003,Portsmouth,Liverpool,H,3.42,3.16,2.01,0.292397661,0.316455696,0.497512438,0.28128881,0.304432826,0.478610811,-0.127901281,0.084316632,-0.021282775,0.084316632,2,D,FALSE,,,FALSE,TRUE,FALSE,
521,14.10.2003,Birmingham,Chelsea,D,3.97,3.32,1.81,0.251889169,0.301204819,0.552486188,0.242319327,0.289761364,0.531495983,-0.129813941,0.075834065,0.034802192,0.075834065,2,D,TRUE,,,TRUE,TRUE,TRUE,
520,05.10.2003,Aston Villa,Bolton,D,1.78,3.38,4.01,0.561797753,0.295857988,0.249376559,0.540453781,0.284617672,0.239902177,0.045453686,0.072966095,-0.1297246,0.072966095,2,D,TRUE,,,TRUE,TRUE,TRUE,
520,05.10.2003,Middlesbrough,Chelsea,A,3.8,3.32,1.85,0.263157895,0.301204819,0.540540541,0.253159929,0.289761364,0.520004178,-0.129915827,0.075834065,0.021626139,0.075834065,2,D,FALSE,,,FALSE,TRUE,FALSE,
519,04.10.2003,Fulham,Leicester,H,1.75,3.37,4.2,0.571428571,0.296735905,0.238095238,0.549718703,0.285462234,0.229049459,0.056821375,0.073433224,-0.129024067,0.073433224,2,D,FALSE,,,FALSE,TRUE,FALSE,
519,04.10.2003,Leeds,Blackburn,H,2.46,3.1,2.64,0.406504065,0.322580645,0.378787879,0.391060053,0.310325074,0.364396867,-0.088569063,0.087849292,-0.102729646,0.087849292,2,D,FALSE,,,FALSE,TRUE,FALSE,
519,04.10.2003,Liverpool,Arsenal,A,2.49,2.98,2.7,0.401606426,0.33557047,0.37037037,0.386348486,0.322821386,0.356299159,-0.091286357,0.09558024,-0.106445067,0.09558024,2,D,FALSE,,,FALSE,TRUE,FALSE,
519,04.10.2003,Manchester United,Birmingham,H,1.3,4.62,8.23,0.769230769,0.216450216,0.121506683,0.740005946,0.208226781,0.116890368,0.369239917,0.036847297,-0.093100761,0.369239917,1,H,TRUE,,,FALSE,FALSE,FALSE,
519,04.10.2003,Newcastle,Southampton,H,1.79,3.41,3.95,0.558659218,0.293255132,0.253164557,0.537434486,0.282113704,0.243546261,0.041826241,0.071589863,-0.129849995,0.071589863,2,D,FALSE,,,FALSE,TRUE,FALSE,
519,04.10.2003,Portsmouth,Charlton,A,1.95,3.23,3.53,0.512820513,0.309597523,0.283286119,0.493337297,0.29783521,0.272523436,-0.006833541,0.080446731,-0.128881906,0.080446731,2,D,FALSE,,,FALSE,TRUE,FALSE,
519,04.10.2003,Tottenham,Everton,H,2.21,3.06,3.04,0.452488688,0.326797386,0.328947368,0.435297615,0.314381611,0.316449911,-0.058554194,0.090323314,-0.120756637,0.090323314,2,D,FALSE,,,FALSE,TRUE,FALSE,
519,04.10.2003,Wolves,Manchester City,H,3.2,3.14,2.1,0.3125,0.318471338,0.476190476,0.300627416,0.306371888,0.458098919,-0.124607865,0.085471216,-0.039905791,0.085471216,2,D,FALSE,,,FALSE,TRUE,FALSE,
518,28.09.2003,Blackburn,Fulham,A,1.84,3.28,3.9,0.543478261,0.304878049,0.256410256,0.522830288,0.29329504,0.246668649,0.02481553,0.07783621,-0.129913513,0.07783621,2,D,FALSE,,,FALSE,TRUE,FALSE,
518,28.09.2003,Charlton,Liverpool,H,3.78,3.23,1.88,0.264550265,0.309597523,0.531914894,0.254499399,0.29783521,0.511706239,-0.129894498,0.080446731,0.012453446,0.080446731,2,D,FALSE,,,FALSE,TRUE,FALSE,
518,28.09.2003,Everton,Leeds,H,1.85,3.31,3.76,0.540540541,0.302114804,0.265957447,0.520004178,0.290636776,0.25585312,0.021626139,0.076327645,-0.129865362,0.076327645,2,D,FALSE,,,FALSE,TRUE,FALSE,
518,28.09.2003,Manchester City,Tottenham,D,1.83,3.28,3.93,0.546448087,0.304878049,0.254452926,0.525687284,0.29329504,0.244785682,0.028073535,0.07783621,-0.12988006,0.07783621,2,D,TRUE,,,TRUE,TRUE,TRUE,
517,27.09.2003,Birmingham,Portsmouth,H,2.08,3.12,3.27,0.480769231,0.320512821,0.305810398,0.462503716,0.308335811,0.294191966,-0.036054119,0.086648571,-0.125876473,0.086648571,2,D,FALSE,,,FALSE,TRUE,FALSE,
517,27.09.2003,Bolton,Wolves,D,1.71,3.47,4.32,0.584795322,0.288184438,0.231481481,0.56257762,0.277235657,0.222686975,0.073190199,0.068946221,-0.12838566,0.073190199,1,H,FALSE,,,TRUE,FALSE,FALSE,
517,27.09.2003,Chelsea,Aston Villa,H,1.38,4.34,6.6,0.724637681,0.230414747,0.151515152,0.697107051,0.221660767,0.145758747,0.285662392,0.04231993,-0.107345834,0.285662392,1,H,TRUE,,,FALSE,FALSE,FALSE,
517,27.09.2003,Leicester,Manchester United,A,4.97,3.72,1.57,0.201207243,0.268817204,0.636942675,0.193562924,0.258604228,0.612743777,-0.123314719,0.05930429,0.143622646,0.143622646,3,A,TRUE,,,FALSE,FALSE,FALSE,
517,27.09.2003,Southampton,Middlesbrough,A,1.8,3.31,4.04,0.555555556,0.302114804,0.247524752,0.534448739,0.290636776,0.238120725,0.038276376,0.076327645,-0.129643205,0.076327645,2,D,FALSE,,,FALSE,TRUE,FALSE,
516,26.09.2003,Arsenal,Newcastle,H,1.52,3.85,5.36,0.657894737,0.25974026,0.186567164,0.632899822,0.249872138,0.179479054,0.174868187,0.055033732,-0.119597368,0.174868187,1,H,TRUE,,,FALSE,FALSE,FALSE,
515,21.09.2003,Manchester United,Arsenal,D,2.02,3.14,3.39,0.495049505,0.318471338,0.294985251,0.47624145,0.306371888,0.283778091,-0.023523316,0.085471216,-0.127564548,0.085471216,2,D,TRUE,,,TRUE,TRUE,TRUE,
515,21.09.2003,Middlesbrough,Everton,H,2.39,2.97,2.85,0.418410042,0.336700337,0.350877193,0.402513695,0.323908327,0.337546572,-0.081578498,0.096268032,-0.114002406,0.096268032,2,D,FALSE,,,FALSE,TRUE,FALSE,
514,20.09.2003,Aston Villa,Charlton,H,1.89,3.23,3.74,0.529100529,0.309597523,0.267379679,0.508998799,0.29783521,0.257221318,0.009522538,0.080446731,-0.129828172,0.080446731,2,D,FALSE,,,FALSE,TRUE,FALSE,
514,20.09.2003,Fulham,Manchester City,D,2.46,2.99,2.74,0.406504065,0.334448161,0.364963504,0.391060053,0.321741716,0.351097712,-0.088569063,0.09489948,-0.108687802,0.09489948,2,D,TRUE,,,TRUE,TRUE,TRUE,
514,20.09.2003,Leeds,Birmingham,A,1.95,3.23,3.56,0.512820513,0.309597523,0.280898876,0.493337297,0.29783521,0.27022689,-0.006833541,0.080446731,-0.129086017,0.080446731,2,D,FALSE,,,FALSE,TRUE,FALSE,
514,20.09.2003,Liverpool,Leicester,H,1.35,4.27,7.7,0.740740741,0.234192037,0.12987013,0.712598318,0.22529455,0.124936069,0.314960472,0.043864703,-0.097419203,0.314960472,1,H,TRUE,,,FALSE,FALSE,FALSE,
514,20.09.2003,Newcastle,Bolton,D,1.54,3.65,5.5,0.649350649,0.273972603,0.181818182,0.624680344,0.263563762,0.174910496,0.161922525,0.061800409,-0.118214365,0.161922525,1,H,FALSE,,,TRUE,FALSE,FALSE,
514,20.09.2003,Portsmouth,Blackburn,A,2.16,3.12,3.11,0.462962963,0.320512821,0.321543408,0.445373949,0.308335811,0.309327244,-0.050579677,0.086648571,-0.122619135,0.086648571,2,D,FALSE,,,FALSE,TRUE,FALSE,
514,20.09.2003,Tottenham,Southampton,A,2,3.14,3.48,0.5,0.318471338,0.287356322,0.481003865,0.306371888,0.276439003,-0.018996135,0.085471216,-0.128483332,0.085471216,2,D,FALSE,,,FALSE,TRUE,FALSE,
514,20.09.2003,Wolves,Chelsea,A,5.11,3.63,1.58,0.195694716,0.275482094,0.632911392,0.18825983,0.265015904,0.608865652,-0.122011808,0.062540946,0.137804623,0.137804623,3,A,TRUE,,,FALSE,FALSE,FALSE,
513,15.09.2003,Leicester,Leeds,H,2.63,3.04,2.51,0.380228137,0.328947368,0.398406375,0.365782407,0.316449911,0.383270012,-0.102066611,0.091597908,-0.093011943,0.091597908,2,D,FALSE,,,FALSE,TRUE,FALSE,
512,14.09.2003,Birmingham,Fulham,D,1.99,3.19,3.42,0.502512563,0.313479624,0.292397661,0.48342097,0.301569821,0.28128881,-0.016662342,0.082626192,-0.127901281,0.082626192,2,D,TRUE,,,TRUE,TRUE,TRUE,
512,14.09.2003,Manchester City,Aston Villa,H,1.91,3.27,3.61,0.523560209,0.305810398,0.27700831,0.503668969,0.294191966,0.266484136,0.003841852,0.078348531,-0.12937167,0.078348531,2,D,FALSE,,,FALSE,TRUE,FALSE,
511,13.09.2003,Arsenal,Portsmouth,D,1.32,4.66,7.54,0.757575758,0.214592275,0.132625995,0.728793735,0.206439427,0.127587232,0.346657174,0.036147459,-0.098783228,0.346657174,1,H,FALSE,,,TRUE,FALSE,FALSE,
511,13.09.2003,Blackburn,Liverpool,A,2.73,3.06,2.42,0.366300366,0.326797386,0.41322314,0.352383784,0.314381611,0.397523855,-0.108143748,0.090323314,-0.084691029,0.090323314,2,D,FALSE,,,FALSE,TRUE,FALSE,
511,13.09.2003,Bolton,Middlesbrough,H,2.39,3.06,2.76,0.418410042,0.326797386,0.362318841,0.402513695,0.314381611,0.348553525,-0.081578498,0.090323314,-0.109743822,0.090323314,2,D,FALSE,,,FALSE,TRUE,FALSE,
511,13.09.2003,Charlton,Manchester United,A,4.44,3.52,1.68,0.225225225,0.284090909,0.595238095,0.216668408,0.273297651,0.572623649,-0.127626843,0.066848119,0.086456725,0.086456725,3,A,TRUE,,,FALSE,FALSE,FALSE,
511,13.09.2003,Chelsea,Tottenham,H,1.58,3.56,5.22,0.632911392,0.280898876,0.191570881,0.608865652,0.27022689,0.184292669,0.137804623,0.065234444,-0.120960663,0.137804623,1,H,TRUE,,,FALSE,FALSE,FALSE,
511,13.09.2003,Everton,Newcastle,D,2.49,3,2.68,0.401606426,0.333333333,0.373134328,0.386348486,0.320669243,0.358958108,-0.091286357,0.094225658,-0.105255143,0.094225658,2,D,TRUE,,,TRUE,TRUE,TRUE,
511,13.09.2003,Southampton,Wolves,H,1.67,3.52,4.47,0.598802395,0.284090909,0.223713647,0.576052533,0.273297651,0.215214257,0.091080878,0.066848119,-0.127420914,0.091080878,1,H,TRUE,,,FALSE,FALSE,FALSE,
510,31.08.2003,Manchester City,Arsenal,A,3.62,3.4,1.87,0.276243094,0.294117647,0.534759358,0.265747992,0.28294345,0.514442636,-0.129420999,0.072044465,0.01544667,0.072044465,2,D,FALSE,,,FALSE,TRUE,FALSE,
510,31.08.2003,Southampton,Manchester United,H,4.22,3.56,1.7,0.236966825,0.280898876,0.588235294,0.227963917,0.27022689,0.5658869,-0.128927054,0.065234444,0.077514,0.077514,3,A,FALSE,,,FALSE,FALSE,FALSE,
509,30.08.2003,Aston Villa,Leicester,H,1.77,3.37,4.07,0.564971751,0.296735905,0.245700246,0.543507192,0.285462234,0.236365536,0.049160669,0.073433224,-0.129550105,0.073433224,2,D,FALSE,,,FALSE,TRUE,FALSE,
